iter	MAE
219	75044.19496
220	75001.51014
221	74943.40308
222	74906.79048
223	74844.42617
224	74781.34876
225	74714.99528
226	74675.03716
227	74619.87868
228	74574.95425
229	74522.89556
230	74477.00221
231	74451.34592
232	74412.4752
233	74375.53619
234	74348.08036
235	74305.71249
236	74261.57665
237	74218.62189
238	74176.92487
239	74133.09209
240	74077.65095
241	73986.86318
242	73948.27081
243	73919.30676
244	73877.05755
245	73848.57823
246	73778.03611
247	73711.3504
248	73694.79325
249	73659.34579
250	73627.01078
251	73604.80374
252	73566.98963
253	73531.80609
254	73496.90132
255	73465.24751
256	73415.49574
257	73383.05648
258	73360.4934
259	73277.79221
260	73220.78077
261	73178.83691
262	73125.68184
263	73108.02635
264	73083.29068
265	72969.99182
266	72927.73677
267	72885.27472
268	72849.52035
269	72756.76689
270	72677.22835
271	72625.12284
272	72573.48518
273	72541.56581
274	72510.41572
275	72446.73124
276	72419.68846
277	72379.56279
278	72335.82138
279	72291.80553
280	72229.94763
281	72210.97115
282	72152.02601
283	72134.5275
284	72101.55266
285	72075.24378
286	72030.28486
287	71958.76942
288	71877.2983
289	71846.11948
290	71814.63008
291	71784.51342
292	71754.77117
293	71716.53391
294	71696.02289
295	71678.60973
296	71581.6414
297	71549.85071
298	71511.56212
299	71484.85363
300	71441.58781
301	71384.26573
302	71360.57519
303	71328.832
304	71313.09583
305	71264.41007
306	71243.02641
307	71191.22787
308	71147.62145
309	71129.04523
310	71046.20722
311	70977.24933
312	70955.33047
313	70930.29558
314	70897.48607
315	70877.95939
316	70865.75663
317	70809.50209
318	70771.71549
319	70736.27204
320	70685.94584
321	70659.32104
322	70609.19404
323	70526.63012
324	70494.40846
325	70476.64652
326	70435.04274
327	70400.20283
328	70367.7546
329	70351.66967
330	70336.88371
331	70310.77944
332	70292.67789
333	70275.91394
334	70249.9354
335	70210.797
336	70182.07456
337	70164.59983
338	70103.40826
339	70080.72214
340	70066.41326
341	70025.19527
342	70009.23587
343	69960.49454
344	69930.62758
345	69909.62373
346	69874.19899
347	69842.13768
348	69819.16431
349	69800.90354
350	69731.34788
351	69704.71816
352	69689.93496
353	69680.47164
354	69661.90038
355	69637.35953
356	69608.22391
357	69592.55603
358	69565.99226
359	69544.62503
360	69527.61494
361	69478.84671
362	69438.93123
363	69422.86932
364	69407.79811
365	69380.91928
366	69355.80549
367	69299.70689
368	69274.71043
369	69230.94951
370	69207.47567
371	69187.34498
372	69160.84213
373	69094.5765
374	69074.06844
375	69043.92487
376	69028.20685
377	69015.25552
378	68993.45707
379	68980.23444
380	68970.07614
381	68952.9771
382	68924.09716
383	68882.49244
384	68858.30074
385	68847.57045
386	68765.99962
387	68748.67941
388	68724.6836
389	68698.22335
390	68650.24085
391	68609.61487
392	68590.96797
393	68571.25583
394	68530.41218
395	68516.95941
396	68472.63664
397	68453.42429
398	68435.92577
399	68382.34426
400	68358.65406
401	68321.38357
402	68307.74482
403	68277.20198
404	68266.54277
405	68256.62789
406	68248.8987
407	68204.06099
408	68189.1303
409	68171.83607
410	68140.58278
411	68122.92186
412	68105.48858
413	68080.63278
414	67986.60112
415	67970.32472
416	67960.80636
417	67943.39314
418	67930.25127
419	67897.81896
420	67856.44107
421	67803.74694
422	67779.22084
423	67764.99489
424	67744.92889
425	67726.53946
426	67709.00257
427	67694.99033
428	67623.67303
429	67608.65416
430	67590.74499
431	67577.2151
432	67567.56753
433	67559.30947
434	67528.42259
435	67513.84533
436	67496.39697
437	67416.67841
438	67402.00403
439	67393.23446
440	67382.22918
441	67371.31345
442	67352.79466
443	67337.80915
444	67324.46599
445	67317.50335
446	67259.19695
447	67244.32731
448	67220.03546
449	67189.95811
450	67176.2125
451	67138.01349
452	67110.66072
453	67088.20302
454	67068.74223
455	67017.09518
456	67002.83599
457	66973.62782
458	66950.25583
459	66938.99141
460	66925.8068
461	66889.31629
462	66864.93835
463	66845.88525
464	66833.96265
465	66813.86762
466	66768.85377
467	66755.28118
468	66743.53075
469	66732.31162
470	66706.00495
471	66698.35879
472	66685.85071
473	66673.34646
474	66650.11101
475	66625.20745
476	66605.84421
477	66590.90041
478	66573.79304
479	66562.56033
480	66533.31764
481	66523.80337
482	66506.33934
483	66497.75502
484	66469.35581
485	66456.45226
486	66440.10018
487	66429.56063
488	66406.83368
489	66396.56141
490	66368.92978
491	66356.93999
492	66339.32538
493	66317.13915
494	66271.24351
495	66248.97274
496	66241.00097
497	66211.38892
498	66187.11061
499	66180.41364
500	66141.91517
501	66129.92511
502	66114.93722
503	66088.3989
504	66059.25298
505	66038.47268
506	66016.69055
507	65997.81876
508	65969.96544
509	65931.4684
510	65911.05225
511	65899.70929
512	65889.1799
513	65881.18552
514	65869.62253
515	65821.23915
516	65777.53579
517	65765.13545
518	65757.36096
519	65749.56672
520	65738.31411
521	65705.01551
522	65698.05625
523	65662.91806
524	65653.81275
525	65630.07018
526	65586.53641
527	65575.54452
528	65546.52135
529	65533.89525
530	65524.86406
531	65511.18898
532	65496.65079
533	65484.59625
534	65464.23879
535	65453.35667
536	65427.21241
537	65409.64638
538	65395.74499
539	65387.69862
540	65379.19505
541	65367.0746
542	65331.9513
543	65296.2306
544	65285.9392
545	65258.77788
546	65251.42324
547	65246.54317
548	65219.45602
549	65171.41097
550	65153.78726
551	65143.92709
552	65134.58866
553	65122.2602
554	65111.87552
555	65097.17547
556	65084.49566
557	65058.13104
558	65046.96155
559	65021.45547
560	65010.11211
561	64971.48848
562	64963.76669
563	64943.98379
564	64931.21624
565	64922.45634
566	64909.24539
567	64894.12002
568	64886.59476
569	64870.6111
570	64860.82034
571	64839.39691
572	64833.04701
573	64818.23471
574	64807.56633
575	64801.5825
576	64783.8515
577	64774.24629
578	64756.99841
579	64750.98828
580	64735.89704
581	64723.66191
582	64712.23843
583	64699.87976
584	64676.46403
585	64657.94413
586	64647.69175
587	64634.01473
588	64616.10417
589	64611.31675
590	64585.28826
591	64573.6556
592	64554.98817
593	64541.14
594	64532.44197
595	64499.4604
596	64489.9838
597	64476.84435
598	64467.59206
599	64461.06865
600	64446.38054
601	64432.67813
602	64424.24182
603	64416.41708
604	64399.70115
605	64392.26376
606	64388.5941
607	64383.72015
608	64370.11553
609	64362.64181
610	64333.31957
611	64307.394
612	64287.4191
613	64261.00092
614	64254.63814
615	64245.78124
616	64237.93605
617	64223.88648
618	64211.49997
619	64200.71769
620	64183.75278
621	64163.26833
622	64145.01744
623	64132.08054
624	64120.41218
625	64111.18158
626	64093.87472
627	64085.11939
628	64075.72153
629	64061.82739
630	64057.58122
631	64044.54275
632	64039.84776
633	64031.21509
634	64023.29106
635	64013.59009
636	64007.15873
637	63993.83122
638	63957.38592
639	63951.29685
640	63946.16973
641	63911.78786
642	63893.81961
643	63885.84164
644	63875.00318
645	63858.70702
646	63853.12562
647	63824.75925
648	63814.83671
649	63804.26925
650	63792.51463
651	63778.59925
652	63773.46852
653	63766.76267
654	63756.24932
655	63748.41203
656	63734.45688
657	63730.03935
658	63717.30935
659	63709.91549
660	63702.38694
661	63691.36148
662	63670.77728
663	63659.90634
664	63654.48487
665	63646.23578
666	63635.0446
667	63622.43338
668	63607.48116
669	63603.58721
670	63588.89646
671	63581.65246
672	63575.48146
673	63568.62449
674	63549.43302
675	63543.4273
676	63536.728
677	63514.37457
678	63503.8053
679	63493.93258
680	63468.23412
681	63458.92013
682	63446.70673
683	63416.15688
684	63402.57193
685	63371.72143
686	63356.90162
687	63344.40087
688	63327.54575
689	63291.7972
690	63279.24975
691	63273.45504
692	63265.0922
693	63257.56116
694	63252.43614
695	63234.06608
696	63225.91341
697	63216.49701
698	63210.18262
699	63195.08074
700	63182.35733
701	63171.95528
702	63163.38029
703	63116.51794
704	63100.69787
705	63079.33524
706	63074.24278
707	63064.76484
708	63055.74123
709	63048.49852
710	63042.15776
711	63033.00399
712	63022.24135
713	63014.50895
714	62995.44984
715	62985.11394
716	62970.14863
717	62958.33953
718	62945.33301
719	62916.6698
720	62903.35562
721	62893.71496
722	62878.45381
723	62869.38772
724	62863.80548
725	62858.23268
726	62840.58478
727	62832.86873
728	62806.2197
729	62796.59999
730	62790.02069
731	62781.04885
732	62772.56946
733	62764.101
734	62752.28914
735	62745.40352
736	62739.66962
737	62737.6928
738	62731.62599
739	62725.3496
740	62721.13316
741	62711.17174
742	62701.67521
743	62695.24297
744	62689.57765
745	62647.91112
746	62642.29175
747	62627.48505
748	62615.24323
749	62608.30828
750	62603.3916
751	62590.8059
752	62584.18194
753	62573.37927
754	62569.07246
755	62561.83794
756	62553.89941
757	62537.55064
758	62520.54013
759	62510.40854
760	62505.80897
761	62498.13258
762	62487.18844
763	62475.08889
764	62459.6043
765	62454.37362
766	62431.54624
767	62412.33198
768	62408.48411
769	62379.18729
770	62356.95739
771	62343.20985
772	62317.84035
773	62314.44575
774	62302.08751
775	62296.64063
776	62291.20846
777	62281.95994
778	62275.29591
779	62266.6793
780	62257.64083
781	62249.34344
782	62244.37102
783	62237.94556
784	62212.84371
785	62206.38978
786	62200.27259
787	62188.6427
788	62184.65974
789	62177.43422
790	62168.04338
791	62156.40584
792	62151.02227
793	62144.44888
794	62132.41407
795	62127.2838
796	62122.76533
797	62111.70115
798	62105.19807
799	62090.31333
800	62082.55861
801	62073.60474
802	62065.79512
803	62061.96378
804	62053.50943
805	62045.53216
806	62037.04107
807	62032.30526
808	62021.43879
809	62017.14123
810	62012.9575
811	62008.88337
812	62002.64295
813	61992.98692
814	61982.16595
815	61973.02028
816	61953.12632
817	61943.31442
818	61913.12012
819	61907.07395
820	61893.04283
821	61883.37246
822	61879.0288
823	61871.96659
824	61867.23117
825	61862.92617
826	61851.20827
827	61846.06915
828	61839.5953
829	61830.38936
830	61824.90656
831	61803.44202
832	61797.91855
833	61779.62074
834	61774.31688
835	61766.92529
836	61758.77213
837	61740.82249
838	61731.2287
839	61727.82576
840	61721.35923
841	61713.13534
842	61705.05357
843	61699.13599
844	61693.26659
845	61686.37076
846	61682.69572
847	61679.8064
848	61676.81649
849	61669.55214
850	61658.10206
851	61639.01775
852	61634.02235
853	61628.00297
854	61622.52721
855	61612.17645
856	61589.03361
857	61579.85488
858	61546.54208
859	61538.89182
860	61533.31509
861	61525.42989
862	61511.7051
863	61496.15075
864	61493.37473
865	61487.42665
866	61483.86163
867	61468.02623
868	61462.1376
869	61448.68616
870	61442.13266
871	61431.99767
872	61427.09907
873	61421.67569
874	61409.43452
875	61406.11938
876	61403.81299
877	61398.22869
878	61387.1932
879	61378.93433
880	61361.30277
881	61352.67796
882	61347.62409
883	61342.07871
884	61323.75244
885	61312.59417
886	61308.01606
887	61287.18877
888	61274.09983
889	61260.73333
890	61255.44318
891	61246.54517
892	61238.26842
893	61225.13526
894	61210.61904
895	61197.2293
896	61180.30575
897	61173.68705
898	61168.23205
899	61159.35526
900	61151.03339
901	61146.71443
902	61137.40479
903	61127.45051
904	61119.057
905	61112.47414
906	61104.40255
907	61101.01136
908	61077.95531
909	61058.84549
910	61053.81013
911	61049.34326
912	61043.41061
913	61037.98104
914	61025.84788
915	61021.14522
916	60990.52007
917	60983.59481
918	60964.19364
919	60954.41623
920	60943.3972
921	60937.8762
922	60931.5458
923	60919.52481
924	60905.98849
925	60902.82472
926	60898.30821
927	60884.3628
928	60882.30972
929	60878.31235
930	60864.35816
931	60853.70132
932	60845.65972
933	60831.00241
934	60826.27755
935	60809.0198
936	60801.86916
937	60792.07466
938	60783.22388
939	60773.09421
940	60767.6965
941	60759.672
942	60754.81926
943	60749.24039
944	60744.8486
945	60741.51156
946	60737.59613
947	60733.18303
948	60727.69613
949	60720.30344
950	60712.26264
951	60707.99995
952	60698.9397
953	60685.124
954	60679.65951
955	60675.7392
956	60649.82346
957	60634.19763
958	60626.02339
959	60623.47928
960	60613.75063
961	60601.64022
962	60594.87011
963	60587.56867
964	60581.87625
965	60573.14612
966	60568.60177
967	60544.65515
968	60539.55308
969	60524.53885
970	60516.17009
971	60508.86854
972	60501.85737
973	60498.11858
974	60493.57793
975	60485.46175
976	60476.11187
977	60469.953
978	60466.96901
979	60438.13356
980	60433.39704
981	60421.82795
982	60409.37847
983	60405.95861
984	60402.10521
985	60374.9743
986	60347.4202
987	60338.53675
988	60331.83327
989	60323.62101
990	60316.19234
991	60311.10843
992	60303.5408
993	60293.00791
994	60289.09397
995	60285.46248
996	60278.78172
997	60268.52224
998	60259.69137
999	60257.77364
1000	60242.44056
1001	60223.33858
1002	60210.31728
1003	60205.70145
1004	60203.34084
1005	60196.99939
1006	60191.56321
1007	60188.72793
1008	60181.8253
1009	60176.8799
1010	60170.74942
1011	60165.05669
1012	60159.18101
1013	60147.14659
1014	60139.16047
1015	60132.91864
1016	60120.1704
1017	60115.72028
1018	60111.75109
1019	60107.40261
1020	60101.06057
1021	60095.85199
1022	60086.46122
1023	60080.01618
1024	60071.10528
1025	60065.69394
1026	60055.51096
1027	60051.47007
1028	60046.01258
1029	60043.12867
1030	60038.75109
1031	60026.9378
1032	60023.15818
1033	60012.2052
1034	60007.0167
1035	60003.11627
1036	59998.59537
1037	59989.56157
1038	59986.26766
1039	59973.63419
1040	59969.36821
1041	59967.91131
1042	59959.91951
1043	59953.93185
1044	59951.50909
1045	59942.83175
1046	59939.14957
1047	59936.30005
1048	59931.54818
1049	59927.851
1050	59913.90854
1051	59907.52809
1052	59900.4707
1053	59892.66282
1054	59873.93423
1055	59863.66734
1056	59860.20172
1057	59855.61671
1058	59849.95749
1059	59844.34279
1060	59841.17218
1061	59838.87763
1062	59832.73978
1063	59820.53868
1064	59816.80543
1065	59814.10856
1066	59801.64805
1067	59793.22189
1068	59778.18962
1069	59766.40409
1070	59763.83893
1071	59760.24444
1072	59754.88973
1073	59751.81282
1074	59747.1742
1075	59741.90162
1076	59740.31511
1077	59732.97772
1078	59710.23044
1079	59703.00436
1080	59693.14767
1081	59687.09496
1082	59673.11131
1083	59646.94357
1084	59643.96591
1085	59638.32547
1086	59625.1123
1087	59616.98971
1088	59612.94948
1089	59609.09344
1090	59597.96329
1091	59591.34694
1092	59587.23324
1093	59571.81411
1094	59567.98717
1095	59562.86383
1096	59557.96194
1097	59550.89908
1098	59543.91234
1099	59536.42015
1100	59529.42171
1101	59511.49503
1102	59497.65207
1103	59494.33492
1104	59489.93855
1105	59475.08819
1106	59471.52895
1107	59465.60802
1108	59456.90484
1109	59450.99222
1110	59446.61696
1111	59436.19469
1112	59431.83772
1113	59427.14797
1114	59424.07811
1115	59420.05524
1116	59417.32179
1117	59409.06243
1118	59397.05105
1119	59392.23873
1120	59388.32822
1121	59384.42593
1122	59378.00594
1123	59368.59895
1124	59355.66971
1125	59352.93956
1126	59346.21615
1127	59344.23536
1128	59341.697
1129	59337.78448
1130	59335.00567
1131	59323.82612
1132	59291.16922
1133	59283.11798
1134	59272.40253
1135	59255.23887
1136	59248.68063
1137	59242.41322
1138	59238.03561
1139	59235.24143
1140	59232.1861
1141	59229.19669
1142	59221.21626
1143	59212.24818
1144	59206.18635
1145	59202.49993
1146	59187.89921
1147	59182.90191
1148	59169.63031
1149	59164.95908
1150	59139.47123
1151	59136.7047
1152	59113.05164
1153	59103.10507
1154	59100.29819
1155	59093.02832
1156	59090.64538
1157	59081.73769
1158	59080.4337
1159	59062.86862
1160	59057.94135
1161	59055.13233
1162	59052.85268
1163	59050.34197
1164	59041.26819
1165	59034.31627
1166	59029.00612
1167	59025.02744
1168	59017.36401
1169	59015.19883
1170	59010.99223
1171	59006.48543
1172	58996.86907
1173	58992.71704
1174	58990.93652
1175	58988.16834
1176	58983.64301
1177	58977.56306
1178	58975.07475
1179	58963.48548
1180	58957.129
1181	58948.27196
1182	58941.74488
1183	58939.46655
1184	58922.36032
1185	58918.71279
1186	58913.6395
1187	58897.47349
1188	58893.65158
1189	58891.25023
1190	58872.55824
1191	58869.33583
1192	58865.66361
1193	58862.13511
1194	58855.08819
1195	58851.54225
1196	58848.4022
1197	58842.12147
1198	58837.14235
1199	58831.32391
1200	58827.40339
1201	58825.73179
1202	58816.76729
1203	58811.08017
1204	58807.17927
1205	58801.10763
1206	58794.07825
1207	58789.4166
1208	58787.06519
1209	58782.59936
1210	58760.51203
1211	58757.62438
1212	58756.43835
1213	58751.09493
1214	58731.49704
1215	58726.26156
1216	58721.62681
1217	58711.80183
1218	58710.31975
1219	58700.7328
1220	58687.22043
1221	58682.17333
1222	58677.02886
1223	58672.63799
1224	58668.70493
1225	58662.8743
1226	58658.90364
1227	58657.33702
1228	58651.21017
1229	58647.32685
1230	58645.44266
1231	58637.57405
1232	58633.61018
1233	58630.74608
1234	58622.32467
1235	58616.64923
1236	58611.65342
1237	58607.2798
1238	58605.05185
1239	58600.0877
1240	58593.9453
1241	58591.09673
1242	58586.99642
1243	58562.38051
1244	58557.92537
1245	58555.4701
1246	58550.26987
1247	58545.07065
1248	58531.63156
1249	58527.26426
1250	58521.77977
1251	58514.83252
1252	58512.76453
1253	58503.71777
1254	58500.73036
1255	58495.90244
1256	58492.11041
1257	58490.94379
1258	58480.82979
1259	58472.2364
1260	58469.80097
1261	58464.65959
1262	58460.5841
1263	58455.8062
1264	58451.83641
1265	58443.66389
1266	58439.75545
1267	58435.95515
1268	58434.14681
1269	58425.96973
1270	58415.68648
1271	58410.72682
1272	58408.04984
1273	58397.58736
1274	58394.04385
1275	58387.15389
1276	58382.62436
1277	58377.09641
1278	58374.09074
1279	58370.27343
1280	58365.81422
1281	58363.90487
1282	58357.23148
1283	58354.10039
1284	58350.46792
1285	58341.19117
1286	58331.61477
1287	58326.17335
1288	58324.11955
1289	58319.59186
1290	58312.11392
1291	58309.36772
1292	58306.22355
1293	58299.23602
1294	58293.66496
1295	58291.27996
1296	58283.04797
1297	58276.22431
1298	58271.29429
1299	58263.52463
1300	58261.1717
1301	58259.64425
1302	58242.14548
1303	58236.81161
1304	58227.7825
1305	58222.14785
1306	58219.01178
1307	58216.16947
1308	58213.52096
1309	58191.20947
1310	58187.39438
1311	58180.78924
1312	58175.89706
1313	58170.76889
1314	58168.98622
1315	58165.10084
1316	58161.30297
1317	58157.7316
1318	58154.83583
1319	58152.36579
1320	58147.03956
1321	58145.05751
1322	58140.21905
1323	58132.71858
1324	58125.2163
1325	58121.02349
1326	58116.47959
1327	58101.18322
1328	58099.89887
1329	58096.94343
1330	58093.05547
1331	58089.94682
1332	58086.59805
1333	58079.44852
1334	58073.56225
1335	58066.25783
1336	58053.0892
1337	58044.53769
1338	58040.87943
1339	58036.64221
1340	58032.77171
1341	58024.56965
1342	58021.64578
1343	58018.7424
1344	58016.50771
1345	58009.69295
1346	58000.0909
1347	57994.01622
1348	57980.17508
1349	57967.31167
1350	57964.3967
1351	57957.05193
1352	57954.02085
1353	57950.85397
1354	57946.43834
1355	57943.63118
1356	57940.88215
1357	57937.62304
1358	57935.3176
1359	57930.20605
1360	57906.93633
1361	57902.69116
1362	57899.90385
1363	57895.98464
1364	57887.01249
1365	57883.15046
1366	57880.53429
1367	57876.27731
1368	57872.60565
1369	57867.90621
1370	57863.22701
1371	57859.70887
1372	57856.88452
1373	57849.46417
1374	57846.9232
1375	57838.36173
1376	57825.87068
1377	57820.51379
1378	57814.64133
1379	57811.80143
1380	57809.67356
1381	57806.55254
1382	57804.14614
1383	57801.05815
1384	57797.04839
1385	57795.71556
1386	57787.79093
1387	57782.35586
1388	57779.94494
1389	57771.84688
1390	57770.17436
1391	57762.75275
1392	57759.38207
1393	57757.0716
1394	57755.42703
1395	57752.385
1396	57747.79014
1397	57740.25497
1398	57733.03583
1399	57729.2521
1400	57719.00032
1401	57713.77191
1402	57706.37758
1403	57703.71978
1404	57696.51958
1405	57688.46129
1406	57683.42237
1407	57670.7836
1408	57668.39899
1409	57662.2918
1410	57651.72896
1411	57647.03737
1412	57642.77547
1413	57640.31485
1414	57632.72317
1415	57629.7554
1416	57625.72079
1417	57620.6968
1418	57618.96581
1419	57614.20451
1420	57611.75061
1421	57606.97227
1422	57601.59488
1423	57599.57841
1424	57598.45367
1425	57592.63292
1426	57590.15589
1427	57581.29159
1428	57577.1274
1429	57573.36086
1430	57565.93118
1431	57560.63078
1432	57545.80203
1433	57542.10484
1434	57538.36234
1435	57519.16143
1436	57515.31617
1437	57512.38208
1438	57510.21148
1439	57496.61891
1440	57487.9336
1441	57485.95915
1442	57477.62421
1443	57474.17821
1444	57468.259
1445	57465.43623
1446	57461.41438
1447	57456.28424
1448	57453.01324
1449	57450.31689
1450	57433.91697
1451	57424.55587
1452	57412.17575
1453	57398.17222
1454	57395.64656
1455	57393.12402
1456	57389.82645
1457	57387.20414
1458	57384.54004
1459	57376.08651
1460	57374.29079
1461	57365.91824
1462	57363.86854
1463	57360.64307
1464	57356.46978
1465	57353.62241
1466	57347.79273
1467	57341.48033
1468	57338.24816
1469	57335.70994
1470	57334.7286
1471	57333.39323
1472	57331.02886
1473	57323.05236
1474	57315.38565
1475	57309.62673
1476	57304.60039
1477	57301.92696
1478	57297.31093
1479	57292.52224
1480	57286.9345
1481	57283.9387
1482	57278.00225
1483	57273.84519
1484	57267.59963
1485	57262.78547
1486	57260.76354
1487	57256.99003
1488	57252.29383
1489	57248.16385
1490	57245.18606
1491	57237.29999
1492	57235.25252
1493	57231.12234
1494	57230.24183
1495	57228.69724
1496	57226.17843
1497	57223.23944
1498	57219.36972
1499	57211.49316
1500	57209.44689
1501	57204.02916
1502	57201.06855
1503	57198.17416
1504	57194.84719
1505	57192.81067
1506	57186.23833
1507	57177.15012
1508	57174.3392
1509	57171.22896
1510	57162.53923
1511	57160.48671
1512	57158.31258
1513	57154.41522
1514	57149.17158
1515	57144.78683
1516	57139.84707
1517	57134.35454
1518	57132.53629
1519	57126.86854
1520	57123.96567
1521	57118.76032
1522	57112.78254
1523	57107.81211
1524	57105.34728
1525	57097.18384
1526	57083.55466
1527	57081.44016
1528	57076.18126
1529	57073.09493
1530	57070.17932
1531	57062.66619
1532	57057.9563
1533	57053.81293
1534	57051.64378
1535	57041.58454
1536	57038.77641
1537	57036.66248
1538	57032.75717
1539	57027.55893
1540	57020.78439
1541	57017.33135
1542	57011.81163
1543	57006.30279
1544	57001.2014
1545	56997.439
1546	56979.47447
1547	56977.56985
1548	56973.58435
1549	56967.33831
1550	56962.2438
1551	56959.83216
1552	56954.47427
1553	56951.32005
1554	56944.38568
1555	56937.28067
1556	56934.37889
1557	56931.78525
1558	56924.22913
1559	56921.53637
1560	56918.01343
1561	56916.43173
1562	56912.88582
1563	56897.93056
1564	56892.90452
1565	56889.60101
1566	56886.11249
1567	56884.34525
1568	56881.75958
1569	56871.93329
1570	56866.07917
1571	56855.40367
1572	56851.53786
1573	56848.94742
1574	56845.64884
1575	56841.39487
1576	56838.71218
1577	56837.00379
1578	56834.72385
1579	56826.16122
1580	56822.27304
1581	56819.29694
1582	56815.15768
1583	56809.76618
1584	56807.67321
1585	56800.38349
1586	56791.28252
1587	56789.12117
1588	56784.58424
1589	56782.27915
1590	56779.25482
1591	56773.55338
1592	56769.12392
1593	56765.00207
1594	56762.21198
1595	56758.6348
1596	56755.00429
1597	56752.72572
1598	56750.14867
1599	56744.1262
1600	56736.71724
1601	56735.55933
1602	56727.80095
1603	56725.78839
1604	56725.19328
1605	56722.20154
1606	56715.81248
1607	56713.51673
1608	56709.95121
1609	56703.73652
1610	56700.05912
1611	56695.22963
1612	56693.57028
1613	56681.4681
1614	56677.01013
1615	56675.74758
1616	56665.08599
1617	56664.36115
1618	56661.54782
1619	56654.85849
1620	56654.33272
1621	56651.11656
1622	56643.63611
1623	56640.16106
1624	56635.89302
1625	56626.06551
1626	56615.50976
1627	56612.59375
1628	56609.44994
1629	56607.0706
1630	56601.01689
1631	56595.71966
1632	56591.09499
1633	56589.01219
1634	56586.88629
1635	56583.70575
1636	56579.88879
1637	56571.80585
1638	56563.14726
1639	56559.86949
1640	56558.0069
1641	56555.22011
1642	56550.89591
1643	56546.30006
1644	56542.00633
1645	56538.00752
1646	56531.6805
1647	56529.46008
1648	56527.01832
1649	56523.78441
1650	56518.88338
1651	56512.14334
1652	56510.20563
1653	56503.29015
1654	56500.98715
1655	56498.61655
1656	56490.04779
1657	56486.50167
1658	56476.77895
1659	56474.88814
1660	56469.0698
1661	56467.28826
1662	56465.43086
1663	56463.06936
1664	56460.03387
1665	56456.61613
1666	56453.03144
