iter	MAE
1667	56451.53718
1668	56433.21642
1669	56430.34474
1670	56424.92007
1671	56421.92919
1672	56418.53021
1673	56412.60375
1674	56410.50336
1675	56406.60852
1676	56402.77037
1677	56401.96992
1678	56397.10389
1679	56388.50936
1680	56383.91702
1681	56380.48373
1682	56376.3288
1683	56368.24492
1684	56360.2283
1685	56357.69486
1686	56356.09604
1687	56346.16507
1688	56342.1978
1689	56339.70932
1690	56337.79606
1691	56336.09266
1692	56326.59095
1693	56323.44945
1694	56319.03611
1695	56316.58923
1696	56313.78514
1697	56310.8698
1698	56306.54133
1699	56303.28711
1700	56296.81104
1701	56292.56102
1702	56286.44791
1703	56284.21515
1704	56282.11307
1705	56278.88507
1706	56274.44474
1707	56269.17067
1708	56267.01928
1709	56265.55628
1710	56262.84042
1711	56256.17765
1712	56254.70103
1713	56245.54321
1714	56243.13665
1715	56241.45066
1716	56227.64994
1717	56223.50342
1718	56212.82286
1719	56208.50822
1720	56202.53603
1721	56196.15874
1722	56193.96411
1723	56187.4334
1724	56180.62305
1725	56176.19648
1726	56170.20331
1727	56167.18184
1728	56165.10117
1729	56159.46242
1730	56155.70894
1731	56153.57548
1732	56151.39862
1733	56148.85035
1734	56145.11061
1735	56140.61732
1736	56138.65517
1737	56136.00756
1738	56129.83531
1739	56122.6345
1740	56118.13251
1741	56114.88338
1742	56111.26498
1743	56108.90316
1744	56107.20043
1745	56102.44796
1746	56100.83136
1747	56097.4421
1748	56091.21708
1749	56087.2233
1750	56086.45455
1751	56084.14448
1752	56082.69796
1753	56076.75905
1754	56075.37468
1755	56073.40272
1756	56069.6892
1757	56066.02362
1758	56064.71658
1759	56062.4961
1760	56061.7622
1761	56059.46396
1762	56052.10458
1763	56045.76267
1764	56041.12034
1765	56039.40157
1766	56037.26467
1767	56031.80359
1768	56027.13428
1769	56023.52635
1770	56016.7003
1771	56013.08567
1772	56010.97336
1773	56007.8585
1774	56004.46136
1775	55996.16892
1776	55991.69543
1777	55983.03854
1778	55980.51984
1779	55976.63014
1780	55972.33217
1781	55966.30846
1782	55964.30404
1783	55961.03604
1784	55954.8738
1785	55948.35588
1786	55939.90802
1787	55937.84266
1788	55929.89373
1789	55926.59166
1790	55919.35519
1791	55916.37676
1792	55915.3733
1793	55910.00913
1794	55907.9372
1795	55906.51769
1796	55903.41489
1797	55892.46487
1798	55885.28814
1799	55882.12469
1800	55879.93779
1801	55877.63079
1802	55875.05745
1803	55873.4679
1804	55871.88748
1805	55868.26977
1806	55861.45395
1807	55859.64997
1808	55855.57984
1809	55851.56748
1810	55849.28139
1811	55842.00692
1812	55839.32496
1813	55836.95194
1814	55834.22878
1815	55830.27427
1816	55826.68953
1817	55820.64443
1818	55817.51788
1819	55812.37118
1820	55807.81383
1821	55803.40873
1822	55800.1145
1823	55793.13394
1824	55790.9049
1825	55787.56889
1826	55783.20109
1827	55780.80115
1828	55776.95629
1829	55773.02932
1830	55766.01865
1831	55760.66179
1832	55747.89221
1833	55742.90603
1834	55740.34276
1835	55737.52327
1836	55733.42893
1837	55724.26783
1838	55719.07882
1839	55716.33231
1840	55712.64566
1841	55708.96525
1842	55707.46946
1843	55704.72468
1844	55702.94377
1845	55691.31907
1846	55688.84021
1847	55686.82163
1848	55683.59155
1849	55682.11457
1850	55676.99211
1851	55675.26309
1852	55673.44793
1853	55667.29883
1854	55665.72375
1855	55663.42732
1856	55661.83721
1857	55657.64108
1858	55650.24695
1859	55644.61917
1860	55637.7685
1861	55637.3519
1862	55636.78196
1863	55630.22014
1864	55627.22833
1865	55624.50625
1866	55619.87684
1867	55615.61679
1868	55612.63186
1869	55609.2455
1870	55603.98224
1871	55602.46754
1872	55598.10859
1873	55594.49727
1874	55593.03233
1875	55589.92009
1876	55582.10317
1877	55578.54055
1878	55577.17897
1879	55572.76889
1880	55565.99754
1881	55560.13631
1882	55559.11143
1883	55556.90882
1884	55553.9598
1885	55552.74625
1886	55549.1496
1887	55547.30349
1888	55544.95446
1889	55540.52158
1890	55536.687
1891	55532.48607
1892	55526.76723
1893	55521.70753
1894	55508.47044
1895	55504.83446
1896	55501.73142
1897	55493.3373
1898	55477.15893
1899	55475.36279
1900	55473.4105
1901	55471.33251
1902	55469.38462
1903	55467.80956
1904	55466.71181
1905	55462.42149
1906	55460.17214
1907	55457.50978
1908	55454.60877
1909	55449.19342
1910	55445.84379
1911	55442.6777
1912	55433.71805
1913	55432.69183
1914	55421.24233
1915	55418.39302
1916	55415.31186
1917	55412.05192
1918	55407.20209
1919	55401.18733
1920	55397.97337
1921	55395.86678
1922	55385.04062
1923	55381.62977
1924	55375.85878
1925	55369.75269
1926	55356.45134
1927	55350.73154
1928	55348.03511
1929	55344.22025
1930	55341.33525
1931	55339.53964
1932	55339.02678
1933	55336.15819
1934	55334.40543
1935	55330.1531
1936	55325.82058
1937	55320.84235
1938	55317.47462
1939	55314.23307
1940	55302.96205
1941	55301.78831
1942	55296.85483
1943	55290.77816
1944	55289.69499
1945	55287.77571
1946	55285.29996
1947	55280.61438
1948	55276.38693
1949	55273.0704
1950	55268.70893
1951	55266.07047
1952	55263.82323
1953	55262.0379
1954	55251.41682
1955	55248.22625
1956	55246.15379
1957	55242.74088
1958	55241.2155
1959	55233.497
1960	55232.13976
1961	55228.98934
1962	55226.74242
1963	55225.04331
1964	55221.23889
1965	55218.84218
1966	55217.20191
1967	55212.19578
1968	55211.19566
1969	55204.02168
1970	55201.84507
1971	55197.83669
1972	55194.84962
1973	55193.55363
1974	55191.71868
1975	55186.87329
1976	55185.75534
1977	55181.38652
1978	55177.83487
1979	55175.82136
1980	55173.08356
1981	55166.69629
1982	55163.6173
1983	55158.5517
1984	55157.43312
1985	55155.73096
1986	55153.46519
1987	55149.99302
1988	55148.71124
1989	55145.55496
1990	55144.04627
1991	55139.70508
1992	55135.83072
1993	55132.62899
1994	55123.72136
1995	55122.86184
1996	55119.71393
1997	55118.25774
1998	55116.65677
1999	55115.1742
2000	55110.09229
2001	55106.86926
2002	55103.01433
2003	55099.26065
2004	55093.01287
2005	55090.95636
2006	55090.08964
2007	55088.83254
2008	55084.8976
2009	55081.455
2010	55077.48308
2011	55072.92742
2012	55065.64512
2013	55063.18338
2014	55060.74412
2015	55057.07255
2016	55054.74722
2017	55050.97118
2018	55050.46746
2019	55048.15589
2020	55044.59697
2021	55034.71762
2022	55031.81023
2023	55030.25926
2024	55027.54044
2025	55021.42602
2026	55018.58786
2027	55016.7462
2028	55015.91536
2029	55013.78367
2030	55012.60804
2031	55010.63187
2032	55008.40686
2033	54997.736
2034	54993.50717
2035	54982.11249
2036	54978.044
2037	54975.63806
2038	54972.91374
2039	54970.90435
2040	54968.97969
2041	54967.26219
2042	54964.30191
2043	54963.18298
2044	54959.40023
2045	54956.07147
2046	54954.45896
2047	54950.69004
2048	54949.12087
2049	54946.50365
2050	54945.14596
2051	54938.90303
2052	54936.42853
2053	54933.86195
2054	54923.83663
2055	54920.25579
2056	54916.42615
2057	54913.25622
2058	54910.67068
2059	54907.47574
2060	54906.41107
2061	54904.40184
2062	54896.71312
2063	54889.35053
2064	54886.31571
2065	54883.40255
2066	54879.96299
2067	54876.39094
2068	54875.44651
2069	54874.17898
2070	54872.87345
2071	54870.87568
2072	54869.86456
2073	54867.20775
2074	54863.53829
2075	54856.20012
2076	54853.78052
2077	54850.5045
2078	54841.59193
2079	54835.74085
2080	54827.41412
2081	54825.3082
2082	54821.79491
2083	54820.99196
2084	54820.01171
2085	54816.10858
2086	54812.89532
2087	54807.4422
2088	54805.71982
2089	54803.05189
2090	54796.69894
2091	54791.22255
2092	54789.88801
2093	54783.5794
2094	54782.26643
2095	54780.62208
2096	54776.9022
2097	54775.43358
2098	54773.64938
2099	54770.83845
2100	54768.01462
2101	54765.42165
2102	54761.7567
2103	54760.49443
2104	54757.48865
2105	54751.85172
2106	54744.13262
2107	54742.09382
2108	54740.16864
2109	54737.66586
2110	54735.77602
2111	54733.95704
2112	54725.43058
2113	54717.79614
2114	54716.65186
2115	54715.28461
2116	54708.13738
2117	54705.94324
2118	54701.9033
2119	54699.21475
2120	54695.96558
2121	54689.25133
2122	54688.21673
2123	54685.95051
2124	54682.38843
2125	54679.81173
2126	54677.22519
2127	54674.24499
2128	54669.92971
2129	54666.09155
2130	54663.64824
2131	54661.72697
2132	54660.74453
2133	54656.10089
2134	54653.87056
2135	54649.9328
2136	54646.81843
2137	54624.26926
2138	54619.41747
2139	54613.15877
2140	54606.49611
2141	54603.64503
2142	54601.90749
2143	54599.08516
2144	54597.11768
2145	54596.13841
2146	54593.79303
2147	54588.68439
2148	54586.90237
2149	54567.85852
2150	54560.24751
2151	54557.99239
2152	54551.57184
2153	54546.99443
2154	54543.05952
2155	54540.09518
2156	54537.13158
2157	54534.91428
2158	54529.99715
2159	54524.92661
2160	54523.19438
2161	54521.75039
2162	54519.08953
2163	54517.11716
2164	54513.5879
2165	54508.70103
2166	54506.44641
2167	54503.67397
2168	54500.99877
2169	54499.25125
2170	54496.99673
2171	54494.34795
2172	54492.41665
2173	54490.96016
2174	54489.24165
2175	54480.7517
2176	54479.16753
2177	54476.80102
2178	54474.95796
2179	54469.50891
2180	54467.78091
2181	54462.93114
2182	54459.64569
2183	54453.42179
2184	54452.03904
2185	54450.26326
2186	54443.73386
2187	54440.77528
2188	54436.49554
2189	54430.67666
2190	54428.18735
2191	54423.25538
2192	54413.18312
2193	54411.03691
2194	54409.83443
2195	54407.0472
2196	54404.50579
2197	54399.08262
2198	54396.43043
2199	54392.81912
2200	54387.75951
2201	54384.41258
2202	54383.62196
2203	54379.96795
2204	54378.71508
2205	54376.36972
2206	54374.61864
2207	54372.23763
2208	54370.61046
2209	54368.40227
2210	54366.25888
2211	54364.50703
2212	54362.75866
2213	54360.93193
2214	54356.01459
2215	54353.63939
2216	54348.12893
2217	54347.15095
2218	54343.47185
2219	54339.25013
2220	54338.06159
2221	54335.4611
2222	54333.80021
2223	54323.50488
2224	54318.48288
2225	54316.78445
2226	54311.11882
2227	54309.31294
2228	54304.82999
2229	54302.89391
2230	54301.35819
2231	54300.02192
2232	54295.68862
2233	54294.23137
2234	54292.38147
2235	54290.98821
2236	54288.16661
2237	54284.20568
2238	54282.81858
2239	54280.01698
2240	54276.77874
2241	54271.05198
2242	54269.23578
2243	54267.75966
2244	54265.9628
2245	54264.60509
2246	54263.07579
2247	54260.31538
2248	54256.64065
2249	54253.10864
2250	54250.95851
2251	54248.15077
2252	54246.23735
2253	54243.73526
2254	54242.43748
2255	54237.33439
2256	54235.23505
2257	54233.13049
2258	54231.02177
2259	54229.51347
2260	54224.24868
2261	54223.03777
2262	54221.22817
2263	54217.96593
2264	54211.72885
2265	54210.20996
2266	54202.9694
2267	54201.48537
2268	54199.62619
2269	54198.21801
2270	54197.15216
2271	54194.96572
2272	54192.95436
2273	54191.43069
2274	54189.40689
2275	54186.91238
2276	54185.85244
2277	54183.96848
2278	54182.86125
2279	54176.2169
2280	54174.21906
2281	54171.19962
2282	54170.16268
2283	54168.49018
2284	54166.31571
2285	54163.39866
2286	54161.07261
2287	54159.54001
2288	54157.11737
2289	54155.25796
2290	54150.70792
2291	54149.9696
2292	54147.35111
2293	54143.82573
2294	54141.99845
2295	54138.74986
2296	54135.63333
2297	54133.9506
2298	54133.6934
2299	54129.69364
2300	54122.03045
2301	54114.36127
2302	54112.68858
2303	54107.23166
2304	54106.10027
2305	54102.14235
2306	54101.30948
2307	54098.59812
2308	54096.92968
2309	54094.42067
2310	54090.20107
2311	54083.03429
2312	54078.28369
2313	54075.52985
2314	54074.3598
2315	54072.61478
2316	54070.28185
2317	54064.99813
2318	54063.00554
2319	54060.15948
2320	54058.15815
2321	54057.5731
2322	54055.50288
2323	54053.11341
2324	54051.97885
2325	54043.84606
2326	54042.31725
2327	54039.71526
2328	54031.36326
2329	54027.92617
2330	54025.57422
2331	54016.94087
2332	54016.14295
2333	54014.68081
2334	54013.19781
2335	54010.85409
2336	54005.69959
2337	54004.43777
2338	54001.98308
2339	53999.20828
2340	53995.91306
2341	53988.4501
2342	53984.77738
2343	53984.03914
2344	53981.24705
2345	53977.38466
2346	53976.61542
2347	53973.64274
2348	53971.59699
2349	53969.18255
2350	53966.0716
2351	53964.40262
2352	53959.03522
2353	53957.94404
2354	53952.95033
2355	53951.31521
2356	53950.14292
2357	53949.74055
2358	53948.86262
2359	53942.52755
2360	53940.70616
2361	53935.44043
2362	53932.10328
2363	53930.30021
2364	53925.70985
2365	53920.34161
2366	53918.70667
2367	53914.90086
2368	53910.77909
2369	53908.37579
2370	53905.75142
2371	53903.23824
2372	53901.53396
2373	53899.42147
2374	53893.71209
2375	53890.58263
2376	53889.12595
2377	53886.65907
2378	53884.89351
2379	53881.31548
2380	53880.90823
2381	53879.50655
2382	53877.60333
2383	53874.09872
2384	53872.58237
2385	53868.86737
2386	53866.0737
2387	53860.71792
2388	53857.16923
2389	53848.91754
2390	53847.61722
2391	53844.66642
2392	53844.31165
2393	53839.6465
2394	53838.62687
2395	53838.46002
2396	53836.90717
2397	53830.5918
2398	53826.14541
2399	53824.40682
2400	53822.15648
2401	53819.12129
2402	53812.98285
2403	53809.16487
2404	53804.74678
2405	53803.77003
2406	53802.12949
2407	53800.94676
2408	53799.66155
2409	53797.00467
2410	53792.73297
2411	53789.15355
2412	53786.91924
2413	53782.73265
2414	53774.89784
2415	53770.49539
2416	53766.03407
2417	53763.22455
2418	53761.17658
2419	53758.96014
2420	53758.01183
2421	53754.94706
2422	53752.09395
2423	53747.24403
2424	53746.01445
2425	53744.34546
2426	53742.73246
2427	53739.88275
2428	53736.52872
2429	53733.79713
2430	53727.26949
2431	53725.44067
2432	53724.48025
2433	53722.93724
2434	53720.36759
2435	53718.04361
2436	53712.22495
2437	53709.80706
2438	53707.89896
2439	53704.6052
2440	53700.93077
2441	53699.24458
2442	53697.32131
2443	53692.63848
2444	53691.26093
2445	53689.73256
2446	53688.30704
2447	53686.17668
2448	53683.02283
2449	53681.07612
2450	53678.88667
2451	53674.29703
2452	53670.33525
2453	53665.83859
2454	53664.31671
2455	53657.90171
2456	53656.56709
2457	53655.0094
2458	53652.34084
2459	53648.20209
2460	53646.12463
2461	53637.67858
2462	53635.23721
2463	53632.66271
2464	53629.66206
2465	53628.12395
2466	53625.82662
2467	53622.83559
2468	53617.50843
2469	53615.61111
2470	53611.2134
2471	53609.7012
2472	53605.59863
2473	53603.62415
2474	53601.94139
2475	53599.42843
2476	53595.93991
2477	53593.79202
2478	53589.27968
2479	53586.18019
2480	53578.40459
2481	53576.2777
2482	53575.87111
2483	53574.2888
2484	53571.49873
2485	53570.80804
2486	53569.84309
2487	53567.84167
2488	53563.37561
2489	53554.17792
2490	53552.2383
2491	53550.19542
2492	53546.0761
2493	53543.86334
2494	53542.30317
2495	53540.97625
2496	53539.31379
2497	53536.0981
2498	53534.8032
2499	53532.24055
2500	53524.01545
2501	53522.64853
2502	53521.8172
2503	53517.97649
2504	53516.5613
2505	53515.0339
2506	53514.3229
2507	53513.22069
2508	53511.07139
2509	53507.36284
2510	53505.29046
2511	53502.97403
2512	53495.89193
2513	53492.88047
2514	53492.25011
2515	53490.40435
2516	53489.39689
2517	53486.90731
2518	53482.53015
2519	53481.17943
2520	53477.85663
2521	53475.89485
2522	53474.72478
2523	53471.13686
2524	53469.98787
2525	53469.07571
2526	53466.51282
2527	53460.74469
2528	53459.18429
2529	53458.40372
2530	53457.06655
2531	53454.94335
2532	53452.21574
2533	53451.11255
2534	53449.99718
2535	53447.31775
2536	53446.86257
2537	53444.44993
2538	53441.94339
2539	53438.86046
2540	53436.91993
2541	53435.21441
2542	53429.81824
2543	53426.57994
2544	53425.19546
2545	53422.81516
2546	53421.32656
2547	53418.02833
2548	53415.58626
2549	53413.09878
2550	53411.02155
2551	53407.73868
2552	53406.54357
2553	53404.88338
2554	53403.41051
2555	53401.19257
2556	53400.56547
2557	53398.73969
2558	53397.63616
2559	53395.45064
2560	53394.42108
2561	53393.05189
2562	53391.34439
2563	53389.65812
2564	53387.30957
2565	53384.83985
2566	53379.58152
2567	53375.8878
2568	53373.44889
2569	53371.16641
2570	53370.48831
2571	53368.41338
2572	53365.40867
2573	53363.40829
2574	53361.81324
2575	53360.33039
2576	53353.78864
2577	53350.31333
2578	53347.84286
2579	53346.25294
2580	53341.1064
2581	53336.78395
2582	53334.57223
2583	53333.07891
2584	53327.4533
2585	53324.55521
2586	53321.1068
2587	53318.52875
2588	53308.84482
2589	53306.48955
2590	53303.69057
2591	53302.40859
2592	53300.90896
2593	53299.40004
2594	53297.20565
2595	53295.55119
2596	53294.67934
2597	53294.48704
2598	53293.90956
2599	53290.07278
2600	53286.7518
2601	53285.11716
2602	53284.37147
2603	53280.84902
2604	53279.53719
2605	53275.81994
2606	53273.44902
2607	53265.82704
2608	53264.72465
2609	53258.44398
2610	53256.46889
2611	53255.42735
2612	53254.80512
2613	53250.93919
2614	53249.00401
2615	53244.45245
2616	53239.727
2617	53238.11224
2618	53236.93072
2619	53235.41501
2620	53230.77972
2621	53228.19306
2622	53224.84611
2623	53223.79534
2624	53222.58941
2625	53219.79755
2626	53217.39057
2627	53212.83262
2628	53209.6563
2629	53208.46909
2630	53206.58531
2631	53205.32
2632	53200.75511
2633	53198.92892
2634	53197.049
2635	53193.39199
2636	53192.36943
2637	53190.42009
2638	53188.69837
2639	53187.31049
2640	53185.86909
2641	53182.97065
2642	53182.22328
2643	53180.5951
2644	53179.20405
2645	53178.80425
2646	53174.43425
2647	53173.34344
2648	53171.36824
2649	53168.91066
2650	53166.65357
2651	53165.48866
2652	53162.87399
2653	53162.75487
2654	53160.93224
2655	53158.36125
2656	53157.43264
2657	53153.77451
2658	53151.62006
2659	53147.50697
2660	53143.45306
2661	53141.75381
2662	53139.7852
2663	53136.93812
2664	53134.64169
2665	53132.18921
2666	53128.55769
2667	53127.35475
2668	53123.65213
2669	53121.56009
2670	53120.23247
2671	53118.69612
2672	53117.67058
2673	53112.24391
2674	53110.51943
2675	53108.50233
2676	53105.54791
2677	53104.32841
2678	53102.71051
2679	53101.19298
2680	53099.05117
2681	53097.05644
2682	53096.44833
2683	53094.40437
2684	53092.29227
2685	53090.84663
2686	53088.7105
2687	53085.09383
2688	53083.50491
2689	53080.13593
2690	53079.45837
2691	53078.03045
2692	53074.51306
2693	53073.65124
2694	53072.86416
2695	53069.97465
2696	53067.08962
2697	53064.40135
2698	53058.38541
2699	53056.41863
2700	53054.96758
2701	53052.5935
2702	53050.84946
2703	53047.581
2704	53046.05565
2705	53044.68795
2706	53039.7507
2707	53038.96629
2708	53036.8743
2709	53034.62665
2710	53033.11119
2711	53031.76477
2712	53029.59628
2713	53027.23723
2714	53024.81934
2715	53023.29582
2716	53020.39356
2717	53018.65206
2718	53017.50074
2719	53014.28336
2720	53011.07643
2721	53008.80204
2722	53008.57266
2723	53007.64181
2724	53004.2356
2725	52998.74214
2726	52997.82565
2727	52995.26585
2728	52990.78117
2729	52986.79224
2730	52985.3902
2731	52983.80087
2732	52982.3604
2733	52979.31319
2734	52977.41556
2735	52968.85659
2736	52965.1496
2737	52964.68275
2738	52963.41045
2739	52961.56661
2740	52960.28261
2741	52956.20785
2742	52955.32284
2743	52954.52491
2744	52953.91244
2745	52951.92778
2746	52949.04678
2747	52942.47705
2748	52941.43895
2749	52936.74474
2750	52935.27509
2751	52933.79808
2752	52933.02582
2753	52932.35563
2754	52930.13838
2755	52927.95063
2756	52925.73796
2757	52924.92672
2758	52922.82192
2759	52920.97985
2760	52912.80864
2761	52909.59979
2762	52908.00774
2763	52904.30824
2764	52903.58757
2765	52901.59557
2766	52895.12047
2767	52887.47447
2768	52886.64592
2769	52884.79408
2770	52883.6352
2771	52882.90724
2772	52880.03728
2773	52878.95725
2774	52876.12115
2775	52871.53907
2776	52866.5206
2777	52864.21629
2778	52860.53762
2779	52856.98396
2780	52854.04993
2781	52852.06849
2782	52851.53343
2783	52849.1021
2784	52847.18442
2785	52844.37951
2786	52842.92981
2787	52841.47118
2788	52840.41715
2789	52833.09121
2790	52831.45044
2791	52829.03015
2792	52828.42001
2793	52826.53084
2794	52825.19991
2795	52822.43885
2796	52819.84281
2797	52814.04508
2798	52811.50763
2799	52809.39763
2800	52807.90543
2801	52805.8019
2802	52797.02458
2803	52795.07038
2804	52792.00174
2805	52790.42887
2806	52789.07985
2807	52787.84047
2808	52786.94143
2809	52786.60735
2810	52785.20068
2811	52783.60963
2812	52780.40444
2813	52775.48143
2814	52773.63802
2815	52772.79766
2816	52770.68706
2817	52761.7565
2818	52759.9591
2819	52757.0172
2820	52754.16521
2821	52751.03747
2822	52748.17827
2823	52745.67485
2824	52742.34095
2825	52739.50633
2826	52737.31235
2827	52736.7281
2828	52735.08081
2829	52734.081
2830	52733.00383
2831	52728.86056
2832	52724.35697
2833	52721.59788
2834	52719.25809
2835	52715.49837
2836	52712.67271
2837	52709.40743
2838	52707.1903
2839	52705.1119
2840	52703.81454
2841	52702.65755
2842	52698.35613
2843	52695.13905
2844	52693.29583
2845	52688.92885
2846	52687.13977
2847	52685.77369
2848	52684.47014
2849	52682.68441
2850	52678.82916
2851	52678.10907
2852	52676.09668
2853	52673.38582
2854	52671.40944
2855	52669.71441
2856	52665.28987
2857	52663.40383
2858	52657.42546
2859	52655.67535
2860	52653.55738
2861	52652.25508
2862	52650.41755
2863	52647.61999
2864	52645.03094
2865	52643.43282
2866	52640.26064
2867	52634.1386
2868	52629.9755
2869	52628.6934
2870	52625.79076
2871	52624.45132
2872	52621.61497
2873	52619.21322
2874	52616.92247
2875	52614.08054
2876	52610.36867
2877	52605.29724
2878	52604.34518
2879	52603.71713
2880	52601.38812
2881	52598.67405
2882	52597.08479
2883	52595.41629
2884	52591.79446
2885	52590.45251
2886	52589.04608
2887	52587.60843
2888	52584.07321
2889	52582.09372
2890	52577.3788
2891	52574.90918
2892	52573.58055
2893	52570.40828
2894	52569.50243
2895	52569.07551
2896	52567.75791
2897	52565.37018
2898	52563.38309
2899	52561.50528
2900	52559.35437
2901	52557.00183
2902	52554.4837
2903	52553.41411
2904	52551.59163
2905	52549.41227
2906	52543.89596
2907	52543.15524
2908	52540.5958
2909	52537.95506
2910	52536.10207
2911	52533.95677
2912	52532.70267
2913	52530.40559
2914	52527.15727
2915	52520.88959
2916	52518.30787
2917	52515.49631
2918	52513.64999
2919	52511.87833
2920	52510.74373
2921	52507.67948
2922	52505.44352
2923	52503.96688
2924	52503.16975
2925	52501.02559
2926	52499.72277
2927	52496.10973
2928	52495.28205
2929	52493.42609
2930	52489.36699
2931	52487.97088
2932	52486.99881
2933	52485.79132
2934	52484.40265
2935	52480.95609
2936	52479.06001
2937	52476.15572
2938	52474.78365
2939	52472.18874
2940	52470.00772
2941	52466.94289
2942	52455.5265
2943	52453.5039
2944	52452.59623
2945	52449.73701
2946	52448.12794
2947	52446.95691
2948	52444.74084
2949	52441.8202
2950	52439.96465
2951	52438.61014
2952	52436.98135
2953	52435.08262
2954	52433.14912
2955	52430.98338
2956	52426.81068
2957	52426.06961
2958	52424.76568
2959	52421.94592
2960	52420.06042
2961	52414.04837
2962	52406.86204
2963	52404.9709
2964	52402.82574
2965	52401.44546
2966	52391.77507
2967	52390.31271
2968	52387.44362
2969	52386.01651
2970	52380.59642
2971	52379.13178
2972	52375.98296
2973	52374.34915
2974	52372.51769
2975	52371.22021
2976	52366.65955
2977	52365.91886
2978	52363.77153
2979	52361.70551
2980	52356.70656
2981	52354.2635
2982	52351.0947
2983	52349.17224
2984	52346.7951
2985	52345.46161
2986	52341.21036
2987	52337.0719
2988	52334.90389
2989	52333.38659
2990	52332.55878
2991	52331.91456
2992	52331.42879
2993	52329.97424
2994	52328.71725
2995	52326.13195
2996	52324.28206
2997	52317.40007
2998	52316.79014
2999	52315.71448
3000	52309.74113
3001	52308.20394
3002	52308.10553
3003	52306.32586
3004	52300.27584
3005	52298.05501
3006	52296.82226
3007	52296.02857
3008	52295.14524
3009	52291.4729
3010	52289.98161
3011	52288.97782
3012	52287.61524
3013	52285.42644
3014	52282.39873
3015	52281.01463
3016	52278.84888
3017	52276.43228
3018	52275.17789
3019	52274.76291
3020	52272.90718
3021	52270.57878
3022	52268.97404
3023	52268.30185
3024	52264.92013
3025	52260.89069
3026	52259.56071
3027	52258.42183
3028	52248.15948
3029	52246.58342
3030	52243.36297
3031	52242.5838
3032	52241.38842
3033	52240.95548
3034	52239.43567
3035	52238.23974
3036	52237.68836
3037	52236.33025
3038	52234.78195
3039	52233.54958
3040	52230.70886
3041	52226.84308
3042	52224.72415
3043	52222.67889
3044	52219.67451
3045	52215.90431
3046	52215.13409
3047	52213.08962
3048	52212.07199
3049	52210.70205
3050	52202.26937
3051	52197.27849
3052	52195.79224
3053	52193.79005
3054	52188.1155
3055	52185.97754
3056	52183.82217
3057	52180.46216
3058	52179.46091
3059	52178.42058
3060	52178.0244
3061	52177.51263
3062	52175.67959
3063	52174.38356
3064	52173.69526
3065	52171.94528
3066	52170.96585
3067	52169.44346
3068	52167.27412
3069	52161.64249
3070	52155.78183
3071	52152.86267
3072	52149.74219
3073	52145.38191
3074	52145.01458
3075	52144.66367
3076	52142.45621
3077	52140.41722
3078	52138.00086
3079	52137.12361
3080	52135.68078
3081	52132.6938
3082	52132.52977
3083	52129.35093
3084	52126.74392
3085	52125.56131
3086	52124.49073
3087	52123.21368
3088	52117.16115
3089	52115.45901
3090	52112.8738
3091	52106.57267
3092	52103.57317
3093	52100.81579
3094	52099.8233
3095	52098.7291
3096	52095.37124
3097	52093.38489
3098	52092.50225
3099	52089.9711
3100	52087.89872
3101	52082.92595
3102	52079.27117
3103	52077.8501
3104	52074.23215
3105	52072.48767
3106	52065.88757
3107	52065.36342
3108	52064.937
3109	52063.74887
3110	52062.11533
3111	52060.26863
3112	52058.32173
3113	52056.0204
3114	52054.53857
3115	52054.13425
3116	52049.9108
3117	52043.99928
3118	52042.12516
3119	52039.48599
3120	52038.06611
3121	52036.54859
3122	52035.04013
3123	52018.81259
3124	52017.64907
3125	52013.33237
3126	52011.53996
3127	52006.79805
3128	52001.3619
3129	51996.5766
3130	51995.2372
3131	51993.42103
3132	51985.70788
3133	51983.29366
3134	51980.74555
3135	51979.4433
3136	51978.39104
3137	51975.12086
3138	51973.5475
3139	51972.34795
3140	51969.90573
3141	51968.09428
3142	51967.42883
3143	51965.11586
3144	51961.60151
3145	51960.83392
3146	51958.24203
3147	51957.1931
3148	51954.07622
3149	51953.3742
3150	51952.01887
3151	51951.39717
3152	51948.9432
3153	51946.92265
3154	51945.01022
3155	51940.72088
3156	51937.47409
3157	51935.56923
3158	51934.67141
3159	51932.90822
3160	51929.91438
3161	51928.276
3162	51924.8392
3163	51922.28839
3164	51919.59787
3165	51917.98868
3166	51916.43796
3167	51909.34454
3168	51906.95077
3169	51906.21372
3170	51904.53524
3171	51902.5728
3172	51896.69336
3173	51893.99118
3174	51892.74228
3175	51889.37422
3176	51888.41963
3177	51888.21082
3178	51886.8099
3179	51886.48612
3180	51884.08197
3181	51883.51256
3182	51881.76174
3183	51880.04418
3184	51876.23412
3185	51874.22422
3186	51873.33842
3187	51866.93573
3188	51866.07706
3189	51864.04863
3190	51861.81639
3191	51860.21896
3192	51858.70916
3193	51857.38025
3194	51854.78449
3195	51851.10977
3196	51849.68358
3197	51848.17022
3198	51845.89384
3199	51842.41462
3200	51841.36773
3201	51839.48203
3202	51837.48504
3203	51834.41628
3204	51832.60545
3205	51829.03333
3206	51824.43107
3207	51823.34113
3208	51821.48257
3209	51818.96113
3210	51818.13635
3211	51817.27094
3212	51815.26666
3213	51811.30868
3214	51810.19501
3215	51804.77247
3216	51801.33839
3217	51799.27619
3218	51797.92991
3219	51795.055
3220	51794.22621
3221	51790.2638
3222	51786.53332
